Archivo,Tamano_Bytes,Operacion,Tiempo_Segundos
prueba.txt,56,Compresion,0.001000
prueba.txt,56,Descompresion,0.001000
Slime.png,4942782,Compresion,0.455000
Slime.png,4942782,Descompresion,252.483000
